0,0,19,5.77475,0,64209042,18
1,1,24,4.333333333,1,66809010,2
1,0,22,2,1,66809005,2
0,1,24,3.3,0,60929026,13
0,1,27,5.333333333,0,64431040,15
0,0,34,1.92,1,65358004,19
0,0,20,2.1,1,67032028,1
1,1,25,5.8,1,65476041,9
0,1,29,1.8,1,68158077,1
1,1,29,9.3,0,66922038,1
0,0,24,4.5,0,67407038,13
1,0,26,4,1,64330021,17
1,0,37,1.44,1,60929010,13
1,0,37,4.5,1,65293028,4
1,0,35,4.5,1,65043036,8
1,0,21,1.25,1,66303027,23
1,0,38,6,1,64361009,22
1,0,27,3.533333333,0,65493018,9
0,1,32,2.5,1,68158035,1
1,1,30,0,1,68096036,1
1,0,23,1.028571429,1,64343020,17
1,0,25,7,1,64357067,22
1,0,22,1.866666667,1,67803039,13
1,0,23,1.2,0,68302033,11
0,1,26,3,0,64283008,17
0,1,26,5.2,1,67032005,1
1,0,31,9.3,1,67034039,1
1,0,24,3,1,67573017,13
0,0,46,4.8,1,65882010,23
0,0,34,6.8,0,67288032,1
1,1,33,7.85,1,64281037,14
0,1,22,3.6,0,64373014,20
0,1,28,1.536,1,64431038,15
1,1,22,4.08,1,67034017,1
0,1,27,6,0,64186049,13
0,0,31,4.8,1,68119032,4
1,1,24,3.6,1,64431034,15
0,1,36,9.3,1,64284011,14
0,1,22,0.625,1,64282021,17
0,1,37,2.84,1,67034065,1
0,1,25,0.307166667,0,68097045,1
1,1,26,3,1,67289047,1
0,1,24,3.75,0,64352018,17
0,1,27,5,0,66922025,1
1,0,44,0,0,66264021,15
0,0,22,0.286666667,0,64357041,22
1,1,24,1.68,0,65232024,6
0,1,24,4.8,0,64283027,17
1,1,24,8.1,1,68097013,1
0,1,26,1.5,0,68357009,11
1,1,22,2.4,1,68304073,11
0,0,20,4,0,66086041,9
0,0,34,4.2,0,67845007,13
1,0,30,0,1,65358101,19
1,1,28,3.6,0,68357050,11
1,1,26,3.65,1,67034071,1
0,0,25,0.0198,0,65043042,8
0,1,35,6,1,66922006,1
0,1,23,2.25,0,66922031,1
0,0,19,0.065555556,1,65358083,19
1,0,26,2.8,0,64174018,13
1,0,25,1.9,1,66451008,5
0,0,31,3.84,0,64338017,17
1,0,22,2,0,67034004,1
1,0,28,1.5,1,67034022,1
0,0,19,3.6,0,64067019,7
0,0,34,2.4,1,68405042,13
1,0,34,2.4,1,65358048,19
0,1,28,2.7,0,65493017,9
0,0,30,2.4,1,65358100,19
1,1,22,5,1,64343033,17
0,1,30,4.875,0,60984013,13
1,0,22,9.3,0,65481003,16
0,0,25,1,0,64298035,18
1,0,31,9.3,1,64352010,17
1,0,27,2.79,1,68158054,1
0,0,22,1.872,1,65211012,4
0,1,26,3,0,66922027,1
1,0,26,5.933333333,1,64244031,14
1,0,33,0.3,1,68097001,1
0,1,35,1.75,0,65042048,8
1,0,22,3.033333333,0,64372001,20
0,1,33,3.333333333,0,64264016,12
0,0,30,1.5,0,65232020,6
1,0,28,3,1,64067048,7
1,0,19,0.0495,1,64296021,18
0,0,22,9.3,1,65753029,9
0,0,20,1.666666667,0,65988007,11
1,0,23,6,1,67805003,13
1,0,24,5,1,65358159,19
0,0,27,2.25,1,67573048,13
1,1,22,1.571428571,1,67579041,13
1,0,22,2.95,0,65294011,4
1,0,20,6.24,0,67032063,1
0,1,22,6.24,1,67032072,1
0,0,25,4,0,65749020,9
0,1,21,4.58,1,67288017,1
0,0,26,3.75,1,65493050,9
0,0,19,4.5,1,68357005,11
1,0,38,3.45,0,65293015,4
1,1,35,4.533333333,1,67703008,1
0,1,25,3.2,1,67034068,1
1,0,32,7,1,67407019,13
1,0,42,1.5,1,67683020,13
1,0,34,0.933333333,1,65294007,4
1,1,27,6,0,65474017,21
1,0,40,0,1,67803013,13
0,0,33,0.5,0,64358002,22
0,0,20,4,0,67845026,13
1,0,25,0.357142857,1,67289001,1
0,0,28,1.5,1,67703018,1
0,0,24,7.5,0,64392009,20
1,0,22,4.2,1,64353036,17
0,0,39,0.033,0,64247009,14
1,0,34,1.6,0,67288001,1
0,0,28,3.5,1,66809011,2
1,0,24,6,1,64343007,17
0,0,22,0.666666667,1,68357024,11
0,1,44,0.597333333,1,66891007,2
1,1,22,0.75,0,65686026,10
0,1,25,3.68,1,64281026,14
0,0,22,1.5,0,64354009,17
0,0,24,4,1,64431058,15
1,1,37,5.142857143,1,68096010,1
1,0,24,2.4,1,65043006,8
1,0,42,1.8,1,65882040,23
1,0,32,2.900666667,1,68444041,13
1,0,19,6,0,67843033,13
1,0,34,1,1,68441030,13
0,0,29,0.266666667,1,67032024,1
0,0,36,0.875,1,65984115,11
1,1,35,0.533333333,1,67289033,1
0,0,25,1.066666667,1,65293009,4
0,0,36,6.25,1,65987013,11
1,0,25,5.3,0,62617018,15
1,0,32,0.75,1,65988010,11
1,0,33,0.0495,0,65179008,6
1,0,38,0.6,1,65358169,19
0,0,27,0.2,0,67573027,13
0,1,24,4.65,1,64431012,15
0,0,42,1.428571429,1,65984077,11
1,1,21,5.1,1,64297014,18
1,0,24,7.866666667,1,65749010,9
0,1,23,4.05,1,67579046,13
0,0,31,0,0,66891044,2
0,0,28,3.166666667,1,66837042,2
0,0,18,3.2,0,67460036,13
0,0,30,3,1,64283018,17
1,0,26,9,1,67288029,1
1,0,25,3,1,67407027,13
0,1,22,1.92,1,67703026,1
1,0,27,3.299666667,1,64295013,18
1,0,30,3.1725,0,65179006,6
0,1,21,9.3,0,64297039,18
1,1,23,0.225,1,67289077,1
0,0,22,3.575,1,64357037,22
1,1,23,5.75,0,67034023,1
1,0,36,4.5,1,68405006,13
1,0,20,1.92,1,66451025,5
0,1,21,4.56,0,68097046,1
1,1,35,3.5,0,66922028,1
0,0,20,6,0,59026034,12
0,0,42,1.2,1,65984080,11
0,0,43,2.4,1,65984106,11
0,0,29,6.6,1,66922039,1
0,1,33,9,1,68449023,13
1,1,27,4.2,1,65988027,11
1,0,37,3.6,1,68402046,13
1,0,27,1.1598,0,64300036,18
1,0,26,3,1,68119023,4
1,0,30,7.92,0,64244024,14
0,0,23,3.38,1,68304077,11
1,1,21,2.25,1,64281015,14
0,1,27,1.8,1,65687031,10
1,1,25,8.933333333,0,64273008,12
1,0,27,4.2,1,64248022,14
0,0,20,2.3,1,65358133,19
1,0,23,0.666666667,1,67289006,1
0,0,27,4.05,0,64330011,17
1,0,33,0,0,66264023,15
1,0,29,4.2,1,68402024,13
1,1,23,2,1,67034051,1
1,1,26,1,1,67034052,1
0,0,23,3.6,0,66922069,1
1,1,24,3.3,1,67032023,1
1,0,40,0.012375,1,65358069,19
0,0,22,3.6,0,65232007,6
0,1,21,1.5,0,59026001,12
0,0,34,5,0,66837041,2
1,1,29,0.416666667,1,68097003,1
1,0,30,2.8,1,64337016,17
1,0,26,0.166666667,1,66891018,2
1,0,25,1.714285714,0,66382007,5
1,1,36,0.166666667,1,66891014,2
1,1,30,6,1,67034012,1
0,1,28,2.2,0,64431044,15
1,1,22,1.8,1,67032074,1
1,0,22,6,0,65749004,9
1,0,20,1.92,0,68449018,13
1,1,25,5,1,64295015,18
1,0,25,6,1,64236004,13
0,1,39,8,1,68232035,9
0,0,45,2,0,64068029,7
1,0,27,0.933333333,0,64067021,7
1,1,27,4.5,1,64346008,17
1,0,22,1.68,0,68302019,11
1,0,27,2,1,65211035,4
0,0,20,1.95,0,65240033,15
0,0,35,0.46,1,65882036,23
1,0,44,3.75,1,65358120,19
0,1,26,2.6,0,68304030,11
0,0,37,1.2,0,66264020,15
1,0,23,4,1,67289062,1
0,0,23,3.8,0,64373027,20
1,0,42,0,1,66891050,2
0,1,23,1.9,0,64353021,17
1,1,24,2.4,1,64247022,14
0,1,21,1.428571429,0,64344004,17
1,0,20,2.62,1,66542009,23
1,1,31,0.75,1,68097035,1
1,1,27,6.8,1,68232036,9
1,1,32,0,1,68158005,1
1,1,31,9.2,1,68386032,13
1,1,22,6.9,1,68405039,13
0,0,42,4.5,1,68402017,13
0,1,27,4.5,1,67032014,1
0,0,35,2.825,1,64068018,7
0,0,22,1.428571429,1,68302061,11
0,0,30,1,0,67573034,13
1,0,39,1.4,1,64260016,3
0,1,27,2.833333333,0,66922068,1
1,0,25,2.8,1,65293030,4
0,1,31,9.3,1,61177025,15
0,1,25,1.333333333,1,68302036,11
1,1,26,4.05,1,64247028,14
1,0,26,2.2,1,67032069,1
0,0,33,2.4,1,66922009,1
1,1,27,9,0,67703039,1
0,1,22,2.5,1,68096039,1
0,1,24,2.5,1,68096020,1
0,0,38,0.5,0,64244023,14
1,0,27,2.4,1,68233021,9
1,0,39,3.633333333,1,65436013,21
0,0,19,2.6,0,65480008,16
1,1,26,5.1,1,64248016,14
1,1,21,2.4,1,68444022,13
0,0,52,1.714285714,1,64336010,17
1,0,32,5.232,1,66809045,2
1,0,29,0.34,0,68097059,1
0,0,29,3.7,0,64338008,17
0,0,32,1.7,0,66264007,15
1,1,28,5.2,0,67700045,13
0,0,19,4.28,0,67845030,13
0,0,27,3.333333333,0,68357039,11
1,1,43,1.8,1,64244001,14
1,0,32,4.725,1,67799045,13
1,0,19,1.8,1,66451035,5
1,0,20,1.92,0,68304010,11
0,0,34,3,1,64337040,17
1,1,33,1.812,0,68158056,1
0,0,22,0.96,1,64067008,7
1,0,31,2.1,1,67826041,13
0,0,29,9,1,67289005,1
0,0,27,2,0,64392015,20
0,1,24,1.8312,0,65240061,15
1,0,24,7.2,1,66086048,9
0,1,36,1.95,1,67579009,13
0,0,25,3.2,1,64337042,17
1,0,32,7.25,0,65293011,4
0,0,21,0.0165,1,64295033,18
1,1,29,3,1,65883029,23
0,0,34,5.375,0,64298021,18
1,0,24,6.24,1,67288004,1
0,1,33,4,1,67289030,1
1,0,24,2,1,65042011,8
0,0,24,4,1,67845043,13
1,0,22,5.125,1,64357009,22
0,0,23,1.6,1,65240058,15
1,1,21,9.2,1,67843041,13
1,0,25,9.3,1,67289076,1
1,0,28,5.666666667,1,67032046,1
0,0,46,0,1,65293016,4
1,0,26,4,1,67460009,13
0,1,23,1.68,0,61177034,15
1,0,21,1.8,0,66086027,9
1,0,34,2.68,0,65293002,4
1,0,31,3.333333333,1,64067003,7
0,1,35,9.3,0,67703033,1
1,1,21,0.02475,1,64295005,18
1,1,31,9.3,1,65753036,9
0,0,27,4.5,1,64300031,18
1,1,26,7.2,1,64174009,13
1,1,26,2.166666667,1,65883006,23
0,0,25,6.666666667,0,64244010,14
0,0,34,2.25,1,67803040,13
0,1,21,3,1,64356018,17
1,0,35,1.57475,1,64247023,14
1,0,19,5.333333333,0,67843050,13
1,1,28,5.25,0,67842001,13
1,1,22,6,0,68233012,9
0,0,32,4,1,67573038,13
0,0,29,3.12,0,64352023,17
1,1,28,5.6,1,67700050,13
0,0,25,4.5,0,67032001,1
0,1,22,4,1,65042050,8
0,1,24,5.1,0,64431031,15
1,0,50,3,1,64262007,3
0,1,24,1.8,0,68232018,9
1,0,36,5.35,1,67803050,13
0,0,29,1.666666667,1,67683025,13
1,0,26,6,1,65476039,9
1,0,22,2.4,0,65496014,16
1,0,30,2.571428571,1,67842010,13
1,0,24,3,0,65496009,16
1,1,24,4.9,1,68158046,1
1,0,19,2.25,0,65473024,21
1,1,29,3.166666667,1,67288019,1
1,1,22,0,1,68096021,1
0,1,22,3.6,1,64186035,13
0,0,27,1.75,1,66922077,1
1,0,35,3.24,1,64343031,17
1,0,19,2.4,1,67032018,1
1,1,25,6,1,68097066,1
0,0,30,2.566666667,1,68097062,1
0,1,24,6,0,67843025,13
1,0,27,9.3,1,65358173,19
0,0,24,9.3,1,65753021,9
0,0,22,9.3,0,68302032,11
0,1,37,5.1,1,66837006,2
1,0,24,6.9,1,67407006,13
0,0,24,3.6,1,64337050,17
1,0,26,2.4,1,66542039,23
1,1,22,6,1,67288008,1
0,0,21,5.9,1,67573031,13
1,1,21,2.675,1,65473010,21
0,0,24,2.1,0,68444010,13
1,0,19,2.064,1,64343011,17
0,1,24,2.4198,1,67683038,13
1,1,26,6.24,1,68096029,1
1,1,26,9.3,1,67288027,1
1,1,24,8.25,1,66837037,2
1,0,29,5,1,60409038,13
1,1,25,3,0,66922022,1
1,0,34,2.6,1,66451012,5
0,0,35,0.033,0,64284001,14
1,0,19,0.84,0,66382029,5
0,1,25,8,0,64174031,13
1,0,20,2.65,1,64281001,14
1,1,30,4.4,1,65043008,8
0,0,23,6.9,0,67842045,13
1,0,42,1.8,1,67034026,1
1,0,24,7.6,1,65749038,9
0,1,23,3.6,0,64358021,22
1,1,22,1.44,1,67700007,13
1,0,27,4,0,63066011,13
1,1,23,4.333333333,0,64431035,15
1,0,22,3.5,1,66837001,2
0,0,21,1.4,1,64282039,17
1,1,28,5.916666667,0,64358007,22
1,1,26,9,1,67460031,13
1,1,24,2.033333333,1,67034062,1
1,0,30,0.75,1,65988015,11
1,0,20,6,0,67843019,13
1,1,29,2.94,0,64357046,22
0,0,34,2.5,0,64068040,7
1,1,23,7,0,65476001,9
1,0,22,7,0,67845034,13
1,1,25,9.3,1,67845035,13
1,0,30,4.5,0,67573022,13
0,0,26,2.525,0,64296040,18
0,0,38,0.0198,1,64284007,14
1,0,23,2.285714286,0,64298030,18
1,1,28,7.866666667,1,65459023,21
0,1,23,2.057142857,1,67288037,1
1,0,19,9.3,1,68158071,1
0,0,26,5.2,0,67826036,13
1,1,32,9.3,1,66922033,1
1,0,24,2.925,0,67845013,13
0,1,24,7.5,1,67288035,1
1,1,39,2.25,1,65043047,8
0,1,38,7.5,0,65686005,10
0,0,31,2.828571429,1,67843005,13
1,1,30,5,0,68158012,1
1,0,21,2.25,1,64247036,14
1,0,24,4.8,0,67034063,1
0,0,30,5,1,64337011,17
1,1,28,6.333333333,1,65211010,4
0,0,22,1.28,1,65240103,15
1,0,40,2.333333333,1,65984044,11
1,0,26,2.8,0,65043009,8
0,0,19,4.5,0,64356036,17
0,0,25,1.8,0,62617011,15
0,0,31,3.45,0,65434001,10
0,0,20,2,0,64356004,17
0,1,27,6.5,0,67288015,1
1,1,27,1.8,1,65473001,21
1,0,29,3.6,1,65240068,15
0,1,22,5.125,1,68158024,1
1,0,22,3.428571429,1,68386029,13
1,0,26,4.22,0,64296041,18
1,0,38,1.855,1,65984078,11
1,0,24,3.428571429,1,68386013,13
0,0,26,6,1,68097025,1
0,0,45,4.8,0,67786021,13
1,1,38,4.666666667,1,67843042,13
1,0,19,8.4,1,67034040,1
1,0,42,4.8,0,64392023,20
0,0,37,2.25,1,64260049,3
1,0,28,2.666666667,1,68386019,13
1,1,30,0.612,1,62617002,15
1,0,19,2.1,1,68386016,13
0,1,26,0,0,68096025,1
0,0,35,2.88,0,64353002,17
1,0,28,7,0,66542019,23
0,0,23,6,1,68386014,13
0,0,24,2.8,0,65240059,15
1,0,20,3.6,1,67034018,1
1,1,21,0.033,0,66303009,23
0,0,41,3,1,68441039,13
1,0,21,2.166666667,1,68302015,11
1,0,23,3.3,0,65480010,16
1,0,37,1.44,1,68405002,13
0,0,41,1.02,0,64300040,18
0,1,27,4.5,1,64281020,14
1,0,42,2.625,1,68441027,13
1,0,30,9.3,1,65211027,4
0,0,27,7.08,1,64174030,13
1,0,29,1.89,1,65882025,23
1,0,32,3,1,67703031,1
1,1,29,4.2,0,66922070,1
1,0,35,5,1,68097036,1
0,0,26,3,1,64282033,17
0,0,30,2,0,60984002,13
0,0,27,1.56,0,64392029,20
1,0,29,4,1,64329011,17
0,1,22,3.2,0,64431021,15
1,1,25,4.5,1,67034035,1
1,1,30,9.3,1,68233049,9
1,0,35,1.8,0,59026009,12
0,0,33,9.3,0,64281039,14
1,0,34,1.92,1,64352013,17
1,0,24,3.465285714,1,64300028,18
1,0,38,0,1,65984088,11
1,0,30,1.8,0,67786012,13
0,0,42,0,0,65240079,15
1,1,24,2.2,1,64297032,18
1,0,30,2.7,1,65042023,8
1,1,25,1,1,66922046,1
0,0,42,6,0,67288039,1
1,0,36,3,1,68097050,1
0,0,37,1.8,1,61177007,15
1,1,22,5.04,1,65986024,11
0,0,26,3,0,65240104,15
0,0,33,1.68,1,65984037,11
1,1,25,6.3,1,67034038,1
0,0,23,4.166666667,0,60409029,13
1,0,35,6,1,67289011,1
0,0,21,2.4,1,64361028,22
1,0,20,0.066,0,64236008,13
0,0,21,0.3,0,64373039,20
1,1,26,3.9,1,65749003,9
0,0,39,0.4,1,66891029,2
1,1,21,0.175,0,66809036,2
0,1,32,3.942857143,0,67700047,13
0,1,23,3.75,0,68119024,4
1,0,34,1.6,1,67700006,13
0,1,26,6,0,64344035,17
1,0,31,9,1,67786024,13
0,0,20,9.225,0,64372024,20
1,0,32,2.568666667,0,64298007,18
0,0,33,2.25,1,68119006,4
0,0,19,3.5,0,60984006,13
0,0,16,3.255,0,64345024,17
1,0,23,3.6,1,67460018,13
0,1,28,1.92,0,67577029,13
1,0,22,0.0165,1,68444047,13
0,1,29,3,1,64346015,17
0,1,30,5.7,1,68233007,9
1,0,28,4.3,1,68304067,11
0,1,28,3,1,68119004,4
0,0,29,6.25,0,64338030,17
0,0,41,3,1,63066039,13
0,1,24,5.1,1,67034008,1
1,1,33,5.3,1,60984017,13
0,1,29,4,0,65294002,4
0,1,31,1.998333333,0,64373034,20
0,1,37,0.666666667,1,68097017,1
0,1,28,3.12,1,68097057,1
1,0,38,1.32,1,65358139,19
0,0,24,7.2,0,60929013,13
1,0,24,3,0,64356031,17
1,0,39,3,0,64338004,17
0,0,42,3.75,1,65984034,11
1,0,21,4.5,1,67032052,1
1,0,30,6.8,1,68444019,13
0,0,19,2,1,64336020,17
0,0,38,2.1,0,65240095,15
0,0,31,4,1,68096018,1
1,1,23,3.336,1,64297012,18
1,0,33,6.6,1,67683008,13
1,0,31,4,0,66891040,2
0,0,34,5.4,1,65293019,4
0,0,19,3.45,1,68119028,4
1,0,27,5.1,1,65987015,11
1,1,28,5.1,1,65686016,10
0,0,36,1.75,1,65986025,11
1,0,23,1.7,1,66809027,2
1,1,31,4.8,1,65753001,9
1,0,28,3.2,0,64283040,17
0,1,22,8,1,67843008,13
0,0,37,2.5,1,64284018,14
0,0,22,1.2,0,66382014,5
1,0,20,3.1,1,67703029,1
0,1,21,2.904,0,64373018,20
0,0,21,5,1,64284009,14
0,0,22,4.4,0,65481005,16
1,0,17,4,1,64361015,22
1,1,23,5.485714286,0,65987023,11
1,1,27,3.24,1,68158014,1
1,0,26,4.173,1,67407046,13
1,0,28,6,1,67843037,13
1,1,33,2.25,0,65687026,10
1,0,29,3.2,1,65686023,10
0,0,27,9.3,1,67700022,13
1,1,25,3.35,1,65436011,21
1,0,35,3,0,67842044,13
0,1,29,5.866666667,0,67843044,13
0,0,25,5,1,67460003,13
0,0,29,1.2,1,64244013,14
0,0,16,2.8,0,60983005,13
0,0,22,0.433333333,0,65434006,10
0,0,21,3,0,68097014,1
1,0,22,6.92,1,67032080,1
0,1,24,3.33,0,68449029,13
0,0,30,5,0,68302039,11
0,0,30,4.062,0,66922002,1
1,0,37,1.25,1,65240004,15
0,1,30,7.733333333,1,65988003,11
0,0,34,1,0,65461011,21
1,0,35,2,1,68402023,13
1,0,20,0.6,0,65987005,11
0,1,29,1.333333333,1,65042028,8
0,0,25,6.5,0,65461004,21
0,1,23,0.857142857,1,64356028,17
1,1,24,4.05,1,65294040,4
0,0,40,6.666666667,1,64260035,3
0,1,32,6,1,68119016,4
0,0,23,4.742857143,0,65481009,16
1,0,19,0.266666667,1,67032059,1
1,1,23,3.2,0,62617023,15
0,0,28,4.8,0,64431039,15
1,0,22,0.685714286,0,64067047,7
0,0,19,2.6,1,65687011,10
1,1,28,9,1,67034066,1
1,0,26,2.34,1,64296014,18
0,1,29,0,0,64431049,15
1,0,26,3.666666667,0,67032049,1
1,1,22,3,1,64356040,17
1,1,26,4.2,0,64356008,17
1,0,24,3.6,1,67032077,1
0,0,21,1.342857143,0,65240077,15
0,0,42,0.8,1,59026013,12
1,1,23,3,1,65749009,9
1,1,27,1.4,1,65988012,11
1,0,36,3.733333333,0,67573043,13
1,0,33,0.857142857,1,64067022,7
1,0,29,4,1,68232033,9
0,0,28,6,1,68301006,11
0,0,22,9.3,0,65461027,21
0,0,31,2.1,1,64283002,17
1,0,34,3.36,1,64353033,17
0,0,27,1.68,1,67573023,13
1,0,37,2.8,1,67577018,13
1,1,28,7.5,1,67289066,1
1,0,22,2.7,1,65753022,9
1,0,35,0,1,64337048,17
1,1,29,0.72,1,64346012,17
1,1,30,4.8,1,64346007,17
0,0,33,4,0,66837022,2
0,0,30,9.3,0,67577049,13
1,0,35,1.92,1,68357019,11
1,1,23,2.5,1,65883025,23
0,0,23,2.933333333,0,68301023,11
0,0,23,0.275,0,68097020,1
1,0,36,3.84,1,67289060,1
0,0,23,3,1,64282003,17
1,1,22,5.55,1,64281012,14
1,1,23,5.52,1,68158075,1
1,0,24,6,1,64281009,14
1,1,25,9.3,1,62617017,15
1,1,26,9,1,64283015,17
1,0,23,1.95,1,66809025,2
0,0,35,0.583333333,0,64244034,14
0,0,27,5.4,0,60409031,13
1,0,50,7.2,1,68441047,13
1,1,20,4,1,67577034,13
0,1,32,0.32,1,68096017,1
0,0,43,0.25,1,66891020,2
0,1,32,4.666666667,1,64283031,17
1,0,19,4.76,0,64345009,17
0,0,37,0.625,0,64338011,17
1,0,26,1.111111111,0,66382040,5
0,0,44,2.4,1,67842021,13
0,1,24,0,0,67786014,13
1,1,24,4,0,67700001,13
0,0,46,5.6,1,64263019,3
0,1,21,3.7,1,67032015,1
1,1,25,5.4,0,67577011,13
0,1,27,4.5,1,67845049,13
0,0,53,3,1,66891013,2
0,1,39,6,0,67799002,13
1,0,36,2,0,65461007,21
0,0,42,2.6,1,68441009,13
0,1,32,0.32,0,67289043,1
1,1,24,1.95,0,65687001,10
0,0,46,3.6,1,67805023,13
0,1,23,1.316666667,0,68097063,1
0,0,24,3.72,1,67845005,13
0,0,28,2.25,0,67573046,13
1,0,40,0.15,1,66837034,2
0,0,35,0.1075,0,64298010,18
1,1,30,5,0,62617004,15
0,0,32,2.6,1,65293005,4
1,0,24,0,0,65496005,16
1,1,23,0.342857143,1,66542031,23
1,0,50,5,1,64353014,17
0,0,26,0.5,1,68096016,1
1,1,21,2.8,1,67703022,1
0,0,24,4.8,0,67032048,1
0,1,29,6.266666667,1,66922023,1
1,1,32,2,0,67799035,13
1,1,30,3.8,1,68096033,1
0,0,41,9,1,64336008,17
1,0,39,1.6,0,64264023,12
0,0,38,1.826,0,64300001,18
1,0,30,0.157,1,65358005,19
1,0,29,7,1,67845031,13
1,0,28,9.3,0,60929014,13
1,0,30,2.25,0,65480019,16
0,0,24,7.8,0,66264025,15
1,1,27,3.714285714,0,68232026,9
0,0,47,2.25,1,64262022,3
0,0,30,7.5,1,66809041,2
0,1,21,0.666666667,0,65986028,11
0,0,29,2.36,0,65481011,16
1,1,23,4.8,0,68158058,1
1,1,24,4.8,0,67034001,1
0,1,24,4.05,1,65211002,4
0,0,41,1.392,1,65984005,11
0,1,28,5,1,65883011,23
1,1,27,4.2,1,65294001,4
1,0,39,6,1,68402011,13
1,1,33,1.2,0,60409018,13
0,0,20,4.2,0,64300003,18
1,0,41,4,1,65984015,11
0,0,42,3.6,1,65358135,19
1,1,30,1.4,0,65240049,15
0,1,45,6,0,66922037,1
0,0,26,3,0,64392003,20
0,0,34,2.643333333,1,64343012,17
1,0,50,9.25,1,68402038,13
0,0,26,2.1,1,64209018,18
0,0,23,5.166666667,0,64431010,15
1,0,38,1.2575,0,67573033,13
1,0,23,2,0,64338013,17
1,1,24,6.72,1,68441017,13
1,1,31,3.725,1,65749035,9
1,0,16,2.16,0,66809029,2
0,0,46,1.92,1,67826022,13
0,1,26,2.75,0,65294015,4
1,0,24,3.75,1,68158010,1
1,1,27,3,1,67799018,13
0,0,32,4.533333333,1,67289003,1
1,1,23,4.4,1,67826042,13
1,1,27,6.72,1,68096031,1
1,0,43,3.6,1,64260004,3
0,0,29,3.6,0,65493047,9
0,1,24,1,1,64282037,17
1,0,22,1.2,1,64295002,18
1,1,24,2.8,1,65686039,10
1,1,39,3.32,1,68097056,1
0,0,22,2.1,1,62617013,15
0,1,30,2.4,1,67289034,1
0,1,30,3,1,64282009,17
1,1,24,9,1,68097051,1
0,0,28,4.8,0,60929017,13
0,1,26,5,0,65043040,8
1,0,23,3,0,64300006,18
0,0,42,2.4,1,67032021,1
0,1,41,1.9,1,67034045,1
0,1,22,2.4,1,64281007,14
1,1,26,2.4,1,68158008,1
1,1,27,5.45,1,66922044,1
1,0,23,1.8,1,65988019,11
1,0,28,3,0,67842049,13
1,1,25,6.45,1,67032070,1
1,1,23,3.6,0,67703021,1
0,0,33,2,1,65240102,15
0,0,20,2.4,0,67577030,13
1,1,23,3.466666667,1,64343009,17
0,0,37,3,1,68405049,13
0,0,26,3,1,64264011,12
0,0,22,3.64,0,64068042,7
0,1,41,4,1,64346038,17
0,0,23,2.28,0,65987033,11
1,1,35,3.4,0,65687010,10
1,1,24,3.2,1,65042049,8
1,0,36,2.333333333,0,68444031,13
1,0,30,4.457142857,1,67289061,1
0,1,29,9.3,1,64247032,14
1,0,23,9,1,67032029,1
1,1,33,2.66,1,68096037,1
0,0,23,3.25,0,64068034,7
1,0,28,9.3,1,65753024,9
1,0,40,1.8,1,65882029,23
1,0,30,3,1,59026037,12
