"id","treatment","gender","course_taken","city","education","fathers_ed","mothers_ed","item1","item2","item3","item4","item5","item6","higher_ed","age","total_income","total_house_member","gen_att","income_per_member","wage01","wage","wagepr01","wagepr","incfm01","incfm","fmsup01","fmsp","fsupabr01","fsupabr","farm01","farm","pension01","pension","ueben01","ueben","rent01","rent","benf01","benf","combenf01","combenf","other01","other"
64244009,2,"Male   ","Cook                                             ","IZMIR     ","High School (Lycee)",NA,NA,4,4,1,1,1,1,0,22,34000,4,1.6,8500,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",13000,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA
65436014,2,"Female ","Mechanic, sewing                                 ","TEKIRDAG  ","Junior High/ Middle School (8 years)","Primary School","Primary School",4,1,1,1,1,1,0,39,21000,5,1,4200,"Yes",15800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",5200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64297018,2,"Female ","Operator, computer  (CAD softwares)              ","MANISA    ","Vocational School",NA,NA,3,2,2,2,2,NA,0,19,99,5,2,19.8,"Yes",99,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65240043,2,"Female ","Computer Manager                                 ","KAYSERI   ","Junior High/ Middle School (8 years)","Primary School","Primary School",3,2,2,2,2,2,0,20,9000,6,2,1500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68119025,1,"Female ","Operator, computer                               ","DENIZLI   ","Higher education of 2 years",NA,NA,3,2,2,2,2,2,1,21,1000,3,2,333.333333333333,"No",NA,"Yes",1000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
60409028,1,"Male   ","Foreign Trade Professional                       ","ISTANBUL  ","Vocational School","Junior High/ Middle School","High School (Lycee)",4,4,1,1,1,3,0,33,0,1,2,0,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64329027,1,"Unknown","Designer, computer-aided                         ","KOCAELI   ","High School (Lycee)",NA,NA,1,4,4,4,4,4,0,33,12000,5,4,2400,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67803009,2,"Female ","Designer                                         ","ISTANBUL  ","High School (Lycee)","Primary School","Primary School",4,2,2,1,1,2,0,32,18000,4,1.6,4500,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68119020,1,"Female ","Operator, computer                               ","DENIZLI   ","Vocational School",NA,NA,3,3,NA,2,3,3,0,20,19200,5,2.75,3840,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66809035,1,"Female ","Cashier- course 2                                ","ANTALYA   ","High School (Lycee)",NA,NA,3,2,2,2,2,3,0,23,19800,5,2.2,3960,"Yes",10200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68405021,2,"Male   ","Designer, fashion                                ","ISTANBUL  ","High School (Lycee)",NA,NA,3,3,2,3,3,3,0,35,18000,3,2.8,6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67577032,1,"Female ","Designer, web                                    ","ISTANBUL  ","Vocational School","Primary School",NA,3,1,1,2,3,2,0,21,7200,2,1.8,3600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67289017,2,"Male   ","Computerized Accounting Staff                    ","ANKARA    ","High School (Lycee)",NA,NA,4,2,2,2,2,2,0,19,27600,4,2,6900,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",27600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64186026,1,"Male   ","Designer, graphic                                ","ISTANBUL  ","University - Undergraduate degree",NA,NA,3,4,4,1,1,4,1,29,9000,4,2.8,2250,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65358106,1,"Female ","Babysitter                                       ","MUS       ","Vocational School",NA,NA,2,3,3,3,2,2,0,19,21000,8,2.6,2625,"Yes",13200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66382017,2,"Male   ","Fitter, natural gas                              ","DIYARBAKIR","High School (Lycee)",NA,NA,3,2,2,2,2,2,0,26,15400,6,2,2566.66666666667,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8200,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA
65497023,1,"Male   ","Manufacturer, furniture                          ","KIRIKKALE ","Vocational School","Primary School",NA,1,3,4,3,2,2,0,23,16800,7,2.8,2400,"Yes",16800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67034024,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68232031,1,"Male   ","Clerk, bookkeeping                               ","ESKISEHIR ","High School (Lycee)",NA,NA,3,3,3,2,2,2,0,20,30000,3,2.4,10000,"No",NA,"Yes",4800,"Yes",7200,"No",NA,"No",NA,"No",NA,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64353003,2,"Female ","Computer Manager                                 ","KOCAELI   ","High School (Lycee)","High School (Lycee)","Primary School",4,2,2,2,2,3,0,29,13500,2,2.2,6750,"Yes",13500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66891048,1,"Female ","Old and Sick People Nurse                        ","ANTALYA   ","Primary School (5 years)","None","None",3,2,2,2,2,4,0,54,13000,3,2.4,4333.33333333333,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",13000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66451044,1,"Female ","Coiffeur                                         ","DIYARBAKIR","High School (Lycee)","None","None",4,1,1,1,1,1,0,40,900,4,1,225,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",900,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66809007,2,"Female ","Cashier- course 2                                ","ANTALYA   ","Vocational School",NA,NA,4,2,1,1,1,3,0,36,9600,4,1.6,2400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64336038,1,"Female ","Babysitter-course 1                              ","KOCAELI   ","Higher education of 2 years",NA,NA,2,4,4,2,1,2,1,22,15000,5,2.6,3000,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64329013,2,"Female ","Designer, computer-aided                         ","KOCAELI   ","University - Undergraduate degree",NA,NA,4,1,1,1,1,1,1,22,14400,5,1,2880,"Yes",14400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65493019,2,"Male   ","Programmer, computer                             ","ESKISEHIR ","University - Undergraduate degree","Primary School","Primary School",4,1,1,1,1,1,1,33,27360,3,1,9120,"Yes",22800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",4560,"No",NA,"No",NA,"No",NA
67803002,2,"Female ","Designer                                         ","ISTANBUL  ","High School (Lycee)","Primary School","Primary School",4,1,2,2,3,3,0,33,14000,5,2.2,2800,"Yes",14000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64344011,2,"Male   ","Designer, computer-aided                         ","KOCAELI   ","Higher education of 2 years","Primary School","Primary School",3,2,2,2,NA,3,1,30,1120,3,2.25,373.333333333333,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",560,"No",NA,"Yes",560,"No",NA,"No",NA
65493034,1,"Male   ","Programmer, computer                             ","ESKISEHIR ","High School (Lycee)","Primary School",NA,4,1,2,1,2,3,0,25,16800,2,1.8,8400,"Yes",16800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65436012,2,"Female ","Mechanic, sewing                                 ","TEKIRDAG  ","Junior High/ Middle School (8 years)","Primary School",NA,4,1,1,2,1,2,0,41,12000,5,1.4,2400,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65984055,2,"Female ","Old and Sick People Nurse                        ","HATAY     ","Junior High/ Middle School (8 years)","Primary School","Primary School",2,1,2,2,2,2,0,44,5000,2,1.8,2500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",5000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65240066,1,"Female ","Computer Manager                                 ","KAYSERI   ","High School (Lycee)",NA,NA,4,2,2,1,1,3,0,21,36000,3,1.8,12000,"Yes",36000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66086045,1,"Male   ","Designer, web                                    ","ESKISEHIR ","University - Undergraduate degree",NA,NA,4,1,2,1,1,4,1,25,900,3,1.8,300,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",900,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
60409002,2,"Female ","Foreign Trade Professional                       ","ISTANBUL  ","Higher education of 2 years",NA,NA,4,1,1,1,1,4,1,22,26300,5,1.6,5260,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",2300,"No",NA,"No",NA,"No",NA,"No",NA
65358170,1,"Female ","Babysitter                                       ","MUS       ","None","None","None",3,2,2,2,2,3,0,32,7200,3,2.2,2400,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66891017,2,"Female ","Old and Sick People Nurse                        ","ANTALYA   ","Primary School (5 years)","Primary School","Primary School",4,2,2,1,2,3,0,51,9600,2,2,4800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64282024,1,"Female ","Clerk, bookkeeping                               ","KOCAELI   ","High School (Lycee)",NA,NA,3,2,2,2,2,3,0,19,24000,5,2.2,4800,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67460033,1,"Male   ","IT support Specialist                            ","ISTANBUL  ","University - Undergraduate degree",NA,NA,3,3,4,1,1,3,1,30,11000,8,2.4,1375,"Yes",11000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67034014,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66382016,2,"Male   ","Fitter, natural gas                              ","DIYARBAKIR","High School (Lycee)","No opinion",NA,3,2,NA,1,1,3,0,29,12000,2,1.75,6000,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64336037,1,"Female ","Babysitter-course 1                              ","KOCAELI   ","High School (Lycee)",NA,NA,3,2,1,2,1,2,0,20,7200,5,1.6,1440,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67700011,2,"Female ","Foreign Trade Professional                       ","ISTANBUL  ","University - Undergraduate degree","Primary School",NA,3,2,2,2,2,3,1,23,19200,6,2.2,3200,"Yes",19200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68304032,2,"Female ","Computerized Accounting Staff                    ","HATAY     ","High School (Lycee)","None","None",3,1,1,1,1,1,0,37,18000,4,1,4500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68386039,1,"Male   ","Salesperson                                      ","ISTANBUL  ","Higher education of 2 years","High School (Lycee)","Primary School",4,1,4,2,1,4,1,31,15000,3,2.4,5000,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64186023,2,"Female ","Designer, graphic                                ","ISTANBUL  ","Vocational School","Primary School","Primary School",4,2,2,2,1,2,0,33,24000,2,1.8,12000,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68158049,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ","Higher education of 2 years",NA,NA,3,2,3,2,2,3,1,28,2900,4,2.4,725,"Yes",2900,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67579031,1,"Female ","Designer, web                                    ","ISTANBUL  ","High School (Lycee)",NA,NA,3,2,NA,2,2,2,0,24,18800,6,2,3133.33333333333,"Yes",8000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",10800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66922024,2,"Male   ","Operator, computer  (CAD softwares)              ","ANKARA    ","Higher education of 2 years","High School (Lycee)",NA,4,2,3,2,2,3,1,39,5760,3,2.4,1920,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",5760,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65686013,2,"Female ","Foreign Trade Professional                       ","GAZIANTEP ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64263040,1,"Female ","Weaver, carpet                                   ","BAYBURT   ","Primary School (5 years)","Primary School","Primary School",4,2,3,1,1,3,0,40,8400,6,2,1400,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67683040,1,"Female ","Babysitter                                       ","ISTANBUL  ","High School (Lycee)",NA,NA,4,4,1,4,1,1,0,31,28800,4,2.2,7200,"Yes",20400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67032064,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ","High School (Lycee)",NA,NA,4,3,2,1,1,3,0,24,24000,4,2,6000,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64282015,2,"Female ","Clerk, bookkeeping                               ","KOCAELI   ","High School (Lycee)",NA,NA,4,2,2,2,2,2,0,21,8400,3,2,2800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65988028,1,"Female ","Computerized Accounting Staff                    ","HATAY     ","Vocational School","Primary School","Junior High/ Middle School",4,2,2,2,2,2,0,24,6000,2,2,3000,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67683032,1,"Female ","Babysitter                                       ","ISTANBUL  ","Vocational School","Primary School","None",3,1,2,2,2,2,0,55,20400,3,1.8,6800,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68097040,2,"Male   ","Computerized Accounting Staff                    ","ANKARA    ","University - Undergraduate degree",NA,NA,4,3,4,1,4,4,1,25,14400,4,3.2,3600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",10800,"No",NA,"Yes",3600,"No",NA,"No",NA,"No",NA
68386010,2,"Male   ","Salesperson                                      ","ISTANBUL  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67460045,1,"Male   ","IT support Specialist                            ","ISTANBUL  ","High School (Lycee)",NA,NA,3,3,2,2,2,3,0,24,18400,4,2.4,4600,"Yes",18400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64068023,2,"Male   ","Computer Manager                                 ","ELAZIG    ","High School (Lycee)",NA,NA,4,2,2,2,2,3,0,22,12000,5,2.2,2400,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65984001,2,"Female ","Old and Sick People Nurse                        ","HATAY     ","Primary School (5 years)","Primary School",NA,3,3,3,1,1,3,0,34,4000,4,2.2,1000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",4000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66264019,1,"Male   ","Operator, Truck/Fork-lift                        ","KAYSERI   ","Junior High/ Middle School (8 years)","None",NA,2,3,3,2,3,3,0,27,6000,4,2.8,1500,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64330033,1,"Male   ","Mechanic, electronics/computer-course  1         ","KOCAELI   ","Junior High/ Middle School (8 years)","Primary School","Primary School",3,2,2,2,2,3,0,29,7200,3,2.2,2400,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64186020,2,"Female ","Designer, graphic                                ","ISTANBUL  ","Higher education of 2 years",NA,NA,4,2,3,2,2,2,1,27,9000,4,2.2,2250,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67034020,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ","High School (Lycee)","Primary School","Primary School",4,2,2,1,1,3,0,39,12000,4,1.8,3000,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68233024,2,"Female ","Computerized Accounting Staff                    ","ESKISEHIR ","Vocational School","High School (Lycee)",NA,4,3,2,2,2,4,0,20,61200,3,2.6,20400,"Yes",30000,"No",NA,"Yes",24000,"No",NA,"No",NA,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64281038,1,"Female ","Secretary, medical                               ","IZMIR     ","High School (Lycee)","Primary School","Primary School",4,3,2,1,1,4,0,33,10000,4,2.2,2500,"Yes",10000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64284013,2,"Female ","Old and Sick People Nurse                        ","IZMIR     ","Primary School (5 years)","None","None",4,1,1,1,1,3,0,36,18300,5,1.4,3660,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",300,"No",NA,"No",NA,"No",NA,"No",NA
64209029,1,"Female ","Mechanic, electronics/computer                   ","MANISA    ","Higher education of 2 years",NA,NA,4,1,1,1,2,3,1,20,44400,4,1.6,11100,"Yes",38400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA
67683016,2,"Female ","Babysitter                                       ","ISTANBUL  ","Primary School (5 years)","Primary School","None",4,2,2,1,1,1,0,44,10000,3,1.4,3333.33333333333,"Yes",10000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64067035,1,"Female ","Computer Manager                                 ","ELAZIG    ","Primary School (5 years)",NA,NA,4,1,1,1,2,4,0,32,14000,5,1.8,2800,"Yes",14000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66086036,1,"Female ","Designer, web                                    ","ESKISEHIR ","High School (Lycee)",NA,NA,3,2,2,2,2,2,0,24,24000,3,2,8000,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68357035,1,"Female ","Computerized Accounting Staff                    ","HATAY     ","High School (Lycee)",NA,NA,1,1,1,1,1,NA,0,24,9000,6,1,1500,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67700034,1,"Male   ","Foreign Trade Professional                       ","ISTANBUL  ","Higher education of 2 years",NA,NA,4,4,4,1,1,2,1,21,19200,4,2.4,4800,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66837023,2,"Female ","Cashier- course 1                                ","ANTALYA   ","High School (Lycee)","Junior High/ Middle School","Vocational School",3,2,2,2,2,3,0,22,9000,2,2.2,4500,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67577020,2,"Male   ","Designer, web                                    ","ISTANBUL  ","High School (Lycee)",NA,NA,1,4,4,2,1,4,0,26,9000,7,3,1285.71428571429,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64186031,1,"Female ","Designer, graphic                                ","ISTANBUL  ","University - Undergraduate degree","Primary School","Primary School",4,1,1,1,1,1,1,28,18000,2,1,9000,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65294032,1,"Female ","Human resources professional                     ","DENIZLI   ","University - Undergraduate degree",NA,NA,4,2,3,2,2,3,1,25,19000,3,2.4,6333.33333333333,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",19000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66809001,2,"Male   ","Cashier- course 2                                ","ANTALYA   ","High School (Lycee)","Primary School",NA,3,3,NA,1,1,NA,0,34,18000,1,1.66666666666667,18000,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64352031,1,"Female ","Computer Manager                                 ","KOCAELI   ","High School (Lycee)","Primary School","Primary School",4,2,2,2,2,4,0,31,21600,4,2.4,5400,"Yes",21600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67803037,1,"Female ","Designer                                         ","ISTANBUL  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64282001,2,"Male   ","Clerk, bookkeeping                               ","KOCAELI   ","High School (Lycee)",NA,NA,3,2,2,2,2,2,0,25,8400,3,2,2800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67407050,1,"Male   ","Designer                                         ","ISTANBUL  ","Junior High/ Middle School (8 years)",NA,NA,4,2,2,2,2,2,0,18,2100,4,2,525,"Yes",1600,"No",NA,"No",NA,"Yes",500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66451013,2,"Female ","Coiffeur                                         ","DIYARBAKIR","High School (Lycee)",NA,NA,4,2,2,2,2,3,0,20,3900,6,2.2,650,"Yes",3900,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65753008,2,"Male   ","Clerk, bookkeeping                               ","ESKISEHIR ","High School (Lycee)","High School (Lycee)","High School (Lycee)",3,2,3,2,1,4,0,19,20400,1,2.4,20400,"Yes",20400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65984052,2,"Female ","Old and Sick People Nurse                        ","HATAY     ","Junior High/ Middle School (8 years)","Primary School","None",4,2,2,2,2,2,0,32,10000,4,2,2500,"Yes",10000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65686001,2,"Female ","Foreign Trade Professional                       ","GAZIANTEP ","Vocational School",NA,NA,3,1,1,2,2,3,0,20,15000,6,1.8,2500,"Yes",3000,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64247013,2,"Female ","Secretary, medical                               ","IZMIR     ","High School (Lycee)",NA,NA,4,1,1,1,1,NA,0,31,26500,5,1,5300,"Yes",9000,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"Yes",8500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68232041,1,"Male   ","Clerk, bookkeeping                               ","ESKISEHIR ","Higher education of 2 years","Junior High/ Middle School","Junior High/ Middle School",3,3,4,2,3,4,1,20,52800,2,3.2,26400,"Yes",24000,"Yes",9600,"Yes",9600,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66303021,1,"Male   ","Programmer, web                                  ","USAK      ","Vocational School",NA,NA,4,4,4,2,2,2,0,19,99,4,2.8,24.75,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",99,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68304081,1,"Male   ","Computerized Accounting Staff                    ","HATAY     ","High School (Lycee)",NA,NA,4,1,1,1,1,1,0,27,8400,3,1,2800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
