"id","treatment","gender","course_taken","city","education","fathers_ed","mothers_ed","item1","item2","item3","item4","item5","item6","higher_ed","age","total_income","total_house_member","gen_att","income_per_member","wage01","wage","wagepr01","wagepr","incfm01","incfm","fmsup01","fmsp","fsupabr01","fsupabr","farm01","farm","pension01","pension","ueben01","ueben","rent01","rent","benf01","benf","combenf01","combenf","other01","other"
65358154,1,"Female ","Babysitter                                       ","MUS       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59026009,2,"Male   ","Waiter                                           ","ISPARTA   ","High School (Lycee)","High School (Lycee)",NA,4,2,4,2,2,4,0,34,9000,5,2.8,1800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65493015,2,"Male   ","Programmer, computer                             ","ESKISEHIR ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64281039,1,"Male   ","Secretary, medical                               ","IZMIR     ","High School (Lycee)","Primary School","High School (Lycee)",3,2,2,2,2,2,0,32,30000,1,2,30000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",30000
64352013,2,"Female ","Computer Manager                                 ","KOCAELI   ","High School (Lycee)","Primary School","None",4,1,1,1,1,1,0,33,9600,5,1,1920,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64300028,1,"Female ","Machine-Operator, injection moulding/plastics    ","MANISA    ","Vocational School",NA,NA,4,2,2,1,3,3,0,23,24257,7,2.2,3465.28571428571,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",257,"No",NA,"No",NA,"No",NA,"No",NA
65984088,1,"Female ","Old and Sick People Nurse                        ","HATAY     ","Junior High/ Middle School (8 years)","Primary School","None",4,2,2,2,2,3,0,37,0,6,2.2,0,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68097058,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67786012,2,"Male   ","Programmer, computer                             ","ISTANBUL  ","Junior High/ Middle School (8 years)","Primary School","None",4,1,2,1,1,4,0,29,7200,4,1.8,1800,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67407023,2,"Female ","Designer                                         ","ISTANBUL  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65240079,1,"Male   ","Computer Manager                                 ","KAYSERI   ","High School (Lycee)","Primary School","Primary School",2,2,2,3,2,4,0,41,0,5,2.6,0,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64297032,1,"Female ","Operator, computer  (CAD softwares)              ","MANISA    ","Higher education of 2 years",NA,NA,4,1,2,1,1,2,1,23,11000,5,1.4,2200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",11000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65042023,2,"Female ","Computerized Accounting Staff                    ","ERZURUM   ","High School (Lycee)",NA,NA,4,2,4,2,2,4,0,29,10800,4,2.8,2700,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",10800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66922046,1,"Female ","Operator, computer  (CAD softwares)              ","ANKARA    ","University - Undergraduate degree",NA,NA,4,1,2,2,2,1,1,24,3000,3,1.6,1000,"Yes",3000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67288039,1,"Male   ","Operator, computer  (CAD softwares)              ","ANKARA    ","Vocational School",NA,NA,3,2,2,2,2,2,0,41,6000,1,2,6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA
68402003,2,"Female ","Babysitter                                       ","ISTANBUL  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65988011,2,"Female ","Computerized Accounting Staff                    ","HATAY     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68097050,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ","Vocational School",NA,NA,4,2,2,2,2,3,0,35,12000,4,2.2,3000,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64186024,2,"Male   ","Designer, graphic                                ","ISTANBUL  ","High School (Lycee)","Junior High/ Middle School","Primary School",NA,3,3,NA,2,3,0,28,500,1,2.75,500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",500
61177007,2,"Female ","Accounting professionalist                       ","KAYSERI   ","High School (Lycee)",NA,NA,3,2,3,1,1,3,0,36,7200,4,2,1800,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65986024,1,"Female ","Computerized Accounting Staff                    ","HATAY     ","Higher education of 2 years",NA,NA,4,1,1,2,1,2,1,21,25200,5,1.4,5040,"Yes",25200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65240104,1,"Male   ","Computer Manager                                 ","KAYSERI   ","Vocational School",NA,NA,3,2,2,2,3,3,0,25,9000,3,2.4,3000,"Yes",600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65984037,2,"Female ","Old and Sick People Nurse                        ","HATAY     ","Primary School (5 years)","Primary School","Primary School",3,1,1,1,1,3,0,32,8400,5,1.4,1680,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67034038,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ","University - Undergraduate degree",NA,NA,4,4,2,2,1,3,1,24,25200,4,2.4,6300,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",16800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
60409029,1,"Male   ","Foreign Trade Professional                       ","ISTANBUL  ","Vocational School",NA,NA,3,2,3,2,2,3,0,22,25000,6,2.4,4166.66666666667,"Yes",17500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7500,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67289011,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ","High School (Lycee)","University - Undergraduate degree","Primary School",4,1,1,1,1,1,0,34,24000,4,1,6000,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64361028,2,"Female ","Salesperson                                      ","TRABZON   ","High School (Lycee)",NA,NA,3,2,3,2,2,3,0,20,12000,5,2.4,2400,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64236008,2,"Male   ","Designer, computer-aided                         ","ISTANBUL  ","High School (Lycee)",NA,NA,4,1,1,1,1,1,0,19,198,3,1,66,"Yes",99,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",99,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64373039,1,"Male   ","Designer, computer-aided                         ","SAKARYA   ","Vocational School",NA,NA,3,3,3,2,2,3,0,20,1200,4,2.6,300,"Yes",1200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65749003,2,"Female ","Salesperson                                      ","ESKISEHIR ","University - Undergraduate degree",NA,NA,4,2,2,1,1,1,1,25,15600,4,1.4,3900,"Yes",15600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66891029,1,"Female ","Old and Sick People Nurse                        ","ANTALYA   ","Primary School (5 years)","Primary School","None",3,2,2,3,4,1,0,38,2000,5,2.4,400,"Yes",2000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66809036,1,"Male   ","Cashier- course 2                                ","ANTALYA   ","Higher education of 2 years","Primary School","Primary School",4,2,1,1,1,1,1,20,700,4,1.2,175,"No",NA,"No",NA,"No",NA,"Yes",500,"No",NA,"No",NA,"Yes",200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67700047,1,"Male   ","Foreign Trade Professional                       ","ISTANBUL  ","University - Undergraduate degree",NA,NA,2,1,3,1,2,2,1,31,27600,7,1.8,3942.85714285714,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68119024,1,"Male   ","Operator, computer                               ","DENIZLI   ","Higher education of 2 years",NA,NA,3,2,2,2,2,3,1,22,15000,4,2.2,3750,"No",NA,"No",NA,"Yes",8000,"No",NA,"No",NA,"Yes",7000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67700006,2,"Female ","Foreign Trade Professional                       ","ISTANBUL  ","High School (Lycee)",NA,NA,4,4,1,1,1,4,0,33,9600,6,2.2,1600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68158063,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64344035,1,"Male   ","Designer, computer-aided                         ","KOCAELI   ","University - Undergraduate degree",NA,NA,3,3,3,2,2,4,1,25,24000,4,2.8,6000,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67786024,2,"Female ","Programmer, computer                             ","ISTANBUL  ","High School (Lycee)","Primary School","None",4,4,1,1,1,4,0,30,18000,2,2.2,9000,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64372024,1,"Male   ","Welder, gas                                      ","SAKARYA   ","Junior High/ Middle School (8 years)",NA,NA,3,2,3,2,NA,3,0,19,36900,4,2.5,9225,"Yes",6900,"No",NA,"Yes",30000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64298007,2,"Male   ","Fitter, natural gas                              ","MANISA    ","Junior High/ Middle School (8 years)",NA,NA,4,1,1,1,1,3,0,31,7706,3,1.4,2568.66666666667,"Yes",7035,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",99,"Yes",572,"No",NA,"No",NA,"No",NA,"No",NA
64372006,2,"Male   ","Welder, gas                                      ","SAKARYA   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68119006,2,"Female ","Operator, computer                               ","DENIZLI   ","High School (Lycee)",NA,NA,3,2,2,2,2,2,0,32,9000,4,2,2250,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
60984006,2,"Male   ","Technician, engineering/electrical-electronic    ","ISTANBUL  ","Vocational School",NA,NA,3,2,3,2,2,3,0,18,14000,4,2.4,3500,"Yes",14000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64345024,1,"Male   ","Welder, gas-GEBZE                                ","KOCAELI   ","Junior High/ Middle School (8 years)",NA,NA,3,3,4,1,2,2,0,15,13020,4,2.4,3255,"Yes",10320,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",2700,"No",NA,"No",NA,"No",NA
67460018,2,"Female ","IT support Specialist                            ","ISTANBUL  ","High School (Lycee)",NA,NA,4,1,1,1,1,3,0,22,18000,5,1.4,3600,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67577029,1,"Male   ","Designer, web                                    ","ISTANBUL  ","University - Undergraduate degree",NA,NA,3,2,3,2,2,4,1,27,9600,5,2.6,1920,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68444047,1,"Female ","Programmer, computer                             ","ISTANBUL  ","High School (Lycee)",NA,NA,4,1,2,1,1,2,0,21,99,6,1.4,16.5,"Yes",99,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64346015,2,"Female ","Computerized Accounting Staff                    ","KOCAELI   ","University - Undergraduate degree",NA,NA,3,2,2,2,2,3,1,28,9000,3,2.2,3000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68233007,2,"Female ","Computerized Accounting Staff                    ","ESKISEHIR ","University - Undergraduate degree","University - Undergraduate degree","High School (Lycee)",3,2,2,2,2,2,1,29,11400,2,2,5700,"Yes",11400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68097069,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68304067,1,"Female ","Computerized Accounting Staff                    ","HATAY     ","High School (Lycee)","Primary School","Primary School",4,1,3,3,2,3,0,27,8600,2,2.4,4300,"Yes",8600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65883023,1,"Male   ","Computerized Accounting Staff                    ","USAK      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68119004,2,"Female ","Operator, computer                               ","DENIZLI   ","Higher education of 2 years",NA,NA,3,2,2,2,2,2,1,27,15000,5,2,3000,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64338030,1,"Male   ","Welder, gas                                      ","KOCAELI   ","Junior High/ Middle School (8 years)",NA,NA,3,2,2,2,2,2,0,28,25000,4,2,6250,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",10000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
63066039,1,"Female ","Foreign Trade Professional                       ","ISTANBUL  ","High School (Lycee)","None",NA,3,2,2,2,1,2,0,40,15000,5,1.8,3000,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67034008,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ","Higher education of 2 years",NA,NA,3,2,2,2,1,3,1,23,20400,4,2,5100,"Yes",8400,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
60984017,1,"Female ","Technician, engineering/electrical-electronic    ","ISTANBUL  ","Higher education of 2 years","High School (Lycee)","Primary School",4,1,1,1,1,1,1,32,21200,4,1,5300,"Yes",14000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",7200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65294002,2,"Male   ","Human resources professional                     ","DENIZLI   ","University - Undergraduate degree",NA,NA,3,4,2,1,1,4,1,28,12000,3,2.4,4000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64373034,1,"Male   ","Designer, computer-aided                         ","SAKARYA   ","Higher education of 2 years","Primary School","Primary School",3,2,2,2,2,3,1,30,5995,3,2.2,1998.33333333333,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",5995,"No",NA,"No",NA,"No",NA,"No",NA
68097017,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ","University - Undergraduate degree","Primary School",NA,3,1,1,1,1,1,1,36,2000,3,1,666.666666666667,"Yes",2000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65493031,1,"Male   ","Programmer, computer                             ","ESKISEHIR ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68097057,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ","University - Undergraduate degree",NA,NA,2,3,2,1,1,2,1,27,15600,5,1.8,3120,"Yes",15600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65358139,1,"Female ","Babysitter                                       ","MUS       ","Junior High/ Middle School (8 years)","Primary School","None",4,2,3,1,1,3,0,37,6600,5,2,1320,"Yes",3600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",3000,"No",NA,"No",NA,"No",NA
60929013,2,"Male   ","Programmer,Microcontroller                       ","ISTANBUL  ","High School (Lycee)",NA,NA,3,1,2,2,2,1,0,23,36000,5,1.6,7200,"Yes",22000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",14000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64356031,1,"Male   ","Mechanic, electronics/computer-course  2         ","KOCAELI   ","High School (Lycee)",NA,NA,4,2,2,2,2,3,0,23,12000,4,2.2,3000,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64338004,2,"Male   ","Welder, gas                                      ","KOCAELI   ","High School (Lycee)",NA,NA,4,2,NA,2,2,4,0,38,9000,3,2.5,3000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
60983023,1,"Male   ","Technician, engineering/electrical-electronic    ","ISTANBUL  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65984034,2,"Female ","Old and Sick People Nurse                        ","HATAY     ","Primary School (5 years)","High School (Lycee)","Primary School",3,3,1,1,1,3,0,41,15000,4,1.8,3750,"No",NA,"No",NA,"Yes",15000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67032052,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ","High School (Lycee)",NA,NA,4,3,3,1,4,4,0,20,18000,4,3,4500,"Yes",18000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68158047,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68444019,2,"Female ","Programmer, computer                             ","ISTANBUL  ","Vocational School","None","None",4,1,2,2,2,2,0,29,20400,3,1.8,6800,"Yes",20400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64336020,2,"Female ","Babysitter-course 1                              ","KOCAELI   ","Junior High/ Middle School (8 years)","No opinion",NA,3,3,NA,2,2,4,0,18,6000,3,2.75,2000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65240095,1,"Male   ","Computer Manager                                 ","KAYSERI   ","High School (Lycee)","Primary School","Primary School",3,2,2,2,2,2,0,37,8400,4,2,2100,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68096018,2,"Female ","Computerized Accounting Staff                    ","ANKARA    ","Vocational School",NA,NA,3,4,4,1,3,4,0,30,12000,3,3.2,4000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64297012,2,"Female ","Operator, computer  (CAD softwares)              ","MANISA    ","Higher education of 2 years",NA,NA,4,1,1,1,1,1,1,22,16680,5,1,3336,"Yes",480,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",16200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67683008,2,"Female ","Babysitter                                       ","ISTANBUL  ","High School (Lycee)",NA,NA,4,1,1,1,1,3,0,32,13200,2,1.4,6600,"Yes",10800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",2400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66891040,1,"Male   ","Old and Sick People Nurse                        ","ANTALYA   ","Junior High/ Middle School (8 years)",NA,NA,4,1,1,1,4,4,0,30,12000,3,2.2,4000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65293019,2,"Female ","Cook                                             ","DENIZLI   ","High School (Lycee)","High School (Lycee)",NA,3,3,2,2,2,2,0,33,32400,6,2.2,5400,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
68119028,1,"Female ","Operator, computer                               ","DENIZLI   ","High School (Lycee)",NA,NA,3,1,1,1,1,3,0,18,13800,4,1.4,3450,"No",NA,"No",NA,"Yes",12000,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",1800,"No",NA,"No",NA,"No",NA,"No",NA
65987015,2,"Female ","Computerized Accounting Staff                    ","HATAY     ","High School (Lycee)","None","None",4,3,1,1,1,2,0,26,10200,2,1.6,5100,"Yes",10200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65686016,2,"Female ","Foreign Trade Professional                       ","GAZIANTEP ","University - Undergraduate degree",NA,NA,4,1,1,1,1,1,1,27,20400,4,1,5100,"Yes",4800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",15600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65986025,1,"Female ","Computerized Accounting Staff                    ","HATAY     ","High School (Lycee)","Primary School","Primary School",3,2,3,4,4,4,0,35,7000,4,3.4,1750,"Yes",7000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
66809027,1,"Female ","Cashier- course 2                                ","ANTALYA   ","None",NA,NA,4,3,2,1,2,3,0,22,10200,6,2.2,1700,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",10200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65753001,2,"Female ","Clerk, bookkeeping                               ","ESKISEHIR ","Higher education of 2 years",NA,NA,4,3,1,1,1,2,1,30,19200,4,1.6,4800,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",19200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
65358121,1,"Female ","Babysitter                                       ","MUS       ","Junior High/ Middle School (8 years)","University - Undergraduate degree",NA,NA,4,4,1,1,4,0,20,99,4,2.8,24.75,"Yes",99,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64283040,1,"Male   ","Clerk, bookkeeping                               ","KOCAELI   ","High School (Lycee)","High School (Lycee)",NA,4,2,3,1,2,3,0,27,9600,3,2.2,3200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",9600,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67843008,2,"Female ","Technician,Design applications                   ","ISTANBUL  ","University - Undergraduate degree",NA,NA,3,1,1,1,1,1,1,21,24000,3,1,8000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",24000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
64284018,1,"Female ","Old and Sick People Nurse                        ","IZMIR     ","Primary School (5 years)","Primary School","Primary School",1,2,1,1,1,1,0,36,10000,4,1.2,2500,"No",NA,"No",NA,"Yes",6000,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",4000,"No",NA,"No",NA
66382014,2,"Male   ","Fitter, natural gas                              ","DIYARBAKIR","High School (Lycee)",NA,NA,3,2,3,2,2,3,0,21,8400,7,2.4,1200,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
67703029,1,"Female ","Computerized Accounting Staff                    ","ANKARA    ","Vocational School",NA,NA,4,1,1,1,1,1,0,19,18600,6,1,3100,"Yes",10200,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA,"Yes",8400,"No",NA,"No",NA,"No",NA,"No",NA,"No",NA
